,영화명,유형,장르,제작년도,감독,출연,줄거리
50979,Think dif²erent,극영화,코메디,2017.0,서진석,,"지하철,상인,스티브잡스,오케스트라"
50980,배트맨 앳 더 체크포인트,극영화,코메디,2012.0,라파엘 발루루,,"교통체증,교통사고,장난감"
50982,ㄲㅜㅁ,극영화,드라마,2016.0,구혜민,,"한남자,꿈"
50983,구원의 날,극영화,"공포,판타지",2016.0,"심찬양,송강석",,"바이러스,폐쇄,집단살육,마을재건"
51003,부동산의 발라드 2,극영화,지역,2016.0,파트타임스위트,,"포털사이트,인천경제자유구역,퍼포먼스"
51004,브로커,극영화,스릴러,2016.0,김홍선,김홍선,"딸,범죄,살해,스릴러"
51007,샤이닝그라운드,다큐멘터리,"뮤직,인물",2019.0,장동주,장동주,"음악영화,음악인,예술가,힙합,랩퍼,가수,무명가수,무명래퍼,무명음악가,생활고"
51021,목발 들어주는 아이,극영화,드라마,2017.0,김소연,,"목발,여고생,대학,관계,생활기록부,조건,가방"
51022,"달리는 꿈의 상자, 모모",다큐멘터리,문화,2012.0,박명진,,"재일교포,지진,쓰나미,마쓰시마 지역"
51025,사진속의 여자,극영화,드라마,2003.0,이수용,,사람찾기
51026,자매별곡,극영화,드라마,2013.0,이원식,,"탈북,브로커"
51027,아틀란틱 림 라이징,극영화,"액션,SF,어드벤처",2018.0,자레드 콘,,"괴생명체,바다괴물,특수부대"
51028,스피어스,극영화,,2018.0,엘리자 맥니트,엘리자 맥니트,VR영화
51029,방화,극영화,"드라마,멜로드라마,전쟁,시대극/사극",2016.0,펑샤오강,엄가령,"중국문화대혁명,군예술단,청춘남녀,엇갈린 사랑"
51030,비스트롱 비네이킷,다큐멘터리,"인물,드라마",2015.0,박현용,,"인물다큐멘터리,영화감독"
51031,콜드 체이싱,극영화,"액션,드라마,스릴러",2019.0,한스 페터 몰란트,프랭크 볼드윈,"아들의죽음,마약딜러,마약범죄단,복수극,마피아,설원"
51032,비현실 남매,극영화,,2016.0,김예솔,,"동생의죽음,결혼,정리"
51035,내 이름은,극영화,드라마,2015.0,김하련,,"소녀,소년,새로운삶,허전함"
51036,삼표가는 길,다큐멘터리,드라마,2015.0,고수정,,"삼척,노숙자,종로,노동자"
51041,더 파이터,극영화,"드라마,액션",2018.0,세오 무타레빅,케빈 버나드,"격투기,격투기선수,슈퍼스타"
51042,살생부-진혼,극영화,드라마,2016.0,김상화,,"망자,원한,춤,애도"
51045,샐리의 법칙,다큐멘터리,드라마,2016.0,엄승혜,,"전화위복,인생의전환점"
51046,새총소년,극영화,드라마,2016.0,조수정,조수정,"친구들,장난,교무실,새총"
51049,위험한 관계,극영화,"드라마,멜로드라마,전쟁",2012.0,허진호,이한얼,"1930년대,리메이크,상하이,플레이보이,소설원작,카사노바,바람둥이,신여성,상류사회,상류층,스캔들,유혹,중국"
51051,선두,다큐멘터리,"드라마,종교",2016.0,원호연,,"소년들,사찰,인연"
51052,봄과 여름 사이,극영화,드라마,2013.0,박윤우,,"퀴어무비,LGBT,성소수자,동성애"
51054,알피니스트 - 어느 카메라맨의 고백,다큐멘터리,"인물,지역",2016.0,"임일진,김민철","임일진,김민철","산악등반,내면,설원,산악,삶과죽음,카메라맨,히말라야,원정대,유작"
51055,야키자키 미애,극영화,드라마,2016.0,권문선,,"학원,여학생,av배우"
51056,야동인문학,극영화,코메디,2016.0,황규일,,"강연,야동,위선,부조리,강사,체포,블랙코미디"
51057,언니가 죽었다,극영화,"드라마,판타지",2016.0,심민희,심민희,"서울,명문대,언니,죽음,자매"
51058,장마,극영화,드라마,2013.0,서은영,서은영,"치료,단편영화"
51059,무언가 사라졌다,극영화,드라마,2015.0,박천현,,허전함
51064,상실의 시대,극영화,코메디,2007.0,고명미,고명미,강아지
51065,신바람,극영화,드라마,2017.0,정인아,,"영화,일자리,취미"
51066,엔젤페이스,극영화,드라마,2018.0,바네사 필로,"디아스테메,바네사 필로","싱글맘,파격변신,연기변신,엄마와딸,모성애,관심,버려진 아이,엄마와 아이"
51067,썬키스 패밀리,극영화,"코메디,멜로/로맨스,가족",2017.0,김지혜,박소현(김지혜),"가족,코미디,중년로맨스,가족 로맨스,오해,사랑과 갈등,중년의사랑,가족의사랑"
51068,썸씽,극영화,"멜로/로맨스,코메디,뮤지컬",2017.0,김기환,,"스무살,사랑,순수,동갑내기,노래"
51069,알송달송,극영화,뮤지컬,2016.0,정유안,,"학교,문제아"
51070,타인은 지옥이다,극영화,드라마,2018.0,이영용,이영용,"캠핑장,사랑,결혼,친한친구,현실연애,타인의 삶,남과여,연작"
51071,어쩌면 더 아름다웠을,다큐멘터리,드라마,2016.0,정현정,,"익선동,한옥마을,세탁소"
